frame_id,location_id,variant,frame_index,slot_id,status,expected_status,verification_status,label_source,notes
fci_day_1799,fci,day,1799,A5,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A6,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A7,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A8,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A9,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A10,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A11,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A12,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A13,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A14,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A15,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A16,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A17,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A18,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A19,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A20,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A21,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A22,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A23,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A24,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A25,available,available,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A26,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A27,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A28,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A29,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A30,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A31,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A32,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A33,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A34,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A35,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A36,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A37,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A38,available,available,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A39,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A40,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A41,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A42,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A43,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A44,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A45,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A46,available,available,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A47,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A48,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A49,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A50,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A51,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A52,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A53,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A54,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A55,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A56,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A57,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A58,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A59,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A60,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A61,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A62,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A63,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A64,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A65,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A66,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A67,available,available,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A68,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A69,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A70,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A71,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A72,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A73,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A74,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A75,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A76,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A77,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_1799,fci,day,1799,A78,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A1,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A2,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A3,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A4,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A5,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A6,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A7,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A8,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A9,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A10,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A11,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A12,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A13,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A14,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A15,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A16,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A17,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A18,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A19,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A20,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A21,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A22,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A23,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A24,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A25,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A26,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A27,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A28,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A29,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A30,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A31,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A32,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A33,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A34,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A35,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A36,available,available,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A37,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A38,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A39,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A40,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A41,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A42,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A43,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A44,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A45,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A46,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A47,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A48,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A49,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A50,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A51,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A52,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A53,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A54,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A55,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A56,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A57,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A58,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A59,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A60,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A61,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A62,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A63,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A64,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A65,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A66,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A67,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A68,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A69,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A70,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A71,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A72,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A73,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A74,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A75,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A76,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A77,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_3599,fci,day,3599,A78,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A1,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A2,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A3,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A4,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A5,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A6,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A7,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A8,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A9,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A10,occluded,occluded,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A11,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A12,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A13,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A14,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A15,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A16,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A17,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A18,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A19,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A20,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A21,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A22,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A23,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A24,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A25,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A26,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A27,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A28,available,available,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A29,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A30,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A31,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A32,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A33,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A34,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A35,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A36,available,available,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A37,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A38,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A39,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A40,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A41,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
fci_day_5398,fci,day,5398,A42,occupied,occupied,verified,manually_verified_by_user,manually checked against the matching review image
